,City,Year,Main Cause
8180,San Jose,2020,Distracted Driving
8181,San Jose,2020,Failure to Yield
8182,San Jose,2020,Speeding
8183,San Jose,2020,Tailgating
8184,San Jose,2020,Tailgating
8186,San Jose,2020,Improper Lane Change
8187,San Jose,2020,Unlicensed Driver
8188,San Jose,2020,Aggressive Driving
8190,San Jose,2020,Alcohol Involvement
8191,San Jose,2020,Weather Conditions
8192,San Jose,2020,Tailgating
8193,San Jose,2020,Aggressive Driving
8194,San Jose,2020,Aggressive Driving
8195,San Jose,2020,Weather Conditions
8197,San Jose,2020,Speeding
8200,San Jose,2020,Tailgating
8202,San Jose,2020,Weather Conditions
8204,San Jose,2020,Speeding
8206,San Jose,2020,Aggressive Driving
8207,San Jose,2020,Distracted Driving
8208,San Jose,2020,Speeding
8209,San Jose,2020,Weather Conditions
8210,San Jose,2020,Aggressive Driving
8211,San Jose,2020,Alcohol Involvement
8213,San Jose,2020,Tailgating
8215,San Jose,2020,Aggressive Driving
8216,San Jose,2020,Speeding
8217,San Jose,2020,Failure to Yield
8218,San Jose,2020,Weather Conditions
8219,San Jose,2020,Tailgating
8220,San Jose,2020,Tailgating
8221,San Jose,2020,Driver Fatigue
8222,San Jose,2020,Distracted Driving
8223,San Jose,2020,Improper Lane Change
8227,San Jose,2020,Running Red Light
8228,San Jose,2020,Speeding
8229,San Jose,2020,Speeding
8230,San Jose,2020,Distracted Driving
8231,San Jose,2020,Running Red Light
8233,San Jose,2020,Speeding
8234,San Jose,2020,Weather Conditions
8235,San Jose,2020,Tailgating
8236,San Jose,2020,Alcohol Involvement
8237,San Jose,2020,Driver Fatigue
8238,San Jose,2020,Improper Lane Change
8240,San Jose,2020,Improper Lane Change
8242,San Jose,2020,Tailgating
8245,San Jose,2020,Driver Fatigue
8246,San Jose,2020,Distracted Driving
8247,San Jose,2020,Alcohol Involvement
8248,San Jose,2020,Failure to Yield
8249,San Jose,2020,Improper Lane Change
8250,San Jose,2020,Improper Lane Change
8252,San Jose,2020,Aggressive Driving
8253,San Jose,2020,Tailgating
8255,San Jose,2020,Speeding
8256,San Jose,2020,Tailgating
8257,San Jose,2020,Driver Fatigue
8259,San Jose,2020,Failure to Yield
8261,San Jose,2020,Alcohol Involvement
8262,San Jose,2020,Driver Fatigue
8263,San Jose,2020,Drug Involvement
8264,San Jose,2020,Alcohol Involvement
8265,San Jose,2020,Unlicensed Driver
8266,San Jose,2020,Failure to Yield
8267,San Jose,2020,Aggressive Driving
8268,San Jose,2020,Distracted Driving
8269,San Jose,2020,Speeding
8270,San Jose,2020,Speeding
8271,San Jose,2020,Failure to Yield
8272,San Jose,2020,Tailgating
8273,San Jose,2020,Tailgating
8274,San Jose,2020,Speeding
8275,San Jose,2020,Drug Involvement
8279,San Jose,2021,Unlicensed Driver
8280,San Jose,2021,Aggressive Driving
8281,San Jose,2021,Drug Involvement
8282,San Jose,2021,Driver Fatigue
8285,San Jose,2021,Improper Lane Change
8287,San Jose,2021,Improper Lane Change
8288,San Jose,2021,Speeding
8294,San Jose,2021,Failure to Yield
8295,San Jose,2021,Improper Lane Change
8296,San Jose,2021,Speeding
8297,San Jose,2021,Aggressive Driving
8298,San Jose,2021,Driver Fatigue
8300,San Jose,2021,Improper Lane Change
8301,San Jose,2021,Failure to Yield
8302,San Jose,2021,Speeding
8303,San Jose,2021,Speeding
8307,San Jose,2021,Driver Fatigue
8310,San Jose,2021,Alcohol Involvement
8311,San Jose,2021,Tailgating
8313,San Jose,2021,Unlicensed Driver
8314,San Jose,2021,Alcohol Involvement
8315,San Jose,2021,Tailgating
8316,San Jose,2021,Alcohol Involvement
8317,San Jose,2021,Weather Conditions
8319,San Jose,2021,Improper Lane Change
8320,San Jose,2021,Alcohol Involvement
8321,San Jose,2021,Aggressive Driving
8322,San Jose,2021,Unlicensed Driver
8323,San Jose,2021,Weather Conditions
8324,San Jose,2021,Failure to Yield
8325,San Jose,2021,Driver Fatigue
8326,San Jose,2021,Distracted Driving
8327,San Jose,2021,Aggressive Driving
8328,San Jose,2021,Driver Fatigue
8329,San Jose,2021,Alcohol Involvement
8330,San Jose,2021,Drug Involvement
8331,San Jose,2021,Improper Lane Change
8333,San Jose,2021,Running Red Light
8336,San Jose,2021,Improper Lane Change
8337,San Jose,2021,Failure to Yield
8343,San Jose,2021,Weather Conditions
8347,San Jose,2021,Unlicensed Driver
8351,San Jose,2021,Failure to Yield
8352,San Jose,2021,Aggressive Driving
8353,San Jose,2021,Weather Conditions
8354,San Jose,2021,Drug Involvement
8356,San Jose,2021,Running Red Light
8357,San Jose,2021,Alcohol Involvement
8358,San Jose,2021,Failure to Yield
8359,San Jose,2021,Running Red Light
8361,San Jose,2021,Failure to Yield
8362,San Jose,2021,Distracted Driving
8363,San Jose,2021,Weather Conditions
8364,San Jose,2021,Weather Conditions
8366,San Jose,2021,Aggressive Driving
8367,San Jose,2021,Unlicensed Driver
8368,San Jose,2021,Weather Conditions
8369,San Jose,2021,Weather Conditions
8370,San Jose,2021,Drug Involvement
8371,San Jose,2021,Alcohol Involvement
8372,San Jose,2021,Aggressive Driving
8374,San Jose,2021,Tailgating
8375,San Jose,2021,Running Red Light
8377,San Jose,2021,Aggressive Driving
8378,San Jose,2021,Drug Involvement
8379,San Jose,2021,Failure to Yield
8380,San Jose,2021,Unlicensed Driver
8382,San Jose,2021,Weather Conditions
8383,San Jose,2021,Speeding
8384,San Jose,2021,Aggressive Driving
8385,San Jose,2021,Improper Lane Change
8386,San Jose,2021,Tailgating
8387,San Jose,2021,Running Red Light
8388,San Jose,2021,Running Red Light
8390,San Jose,2021,Distracted Driving
8392,San Jose,2021,Aggressive Driving
8393,San Jose,2022,Driver Fatigue
8395,San Jose,2022,Distracted Driving
8396,San Jose,2022,Speeding
8397,San Jose,2022,Tailgating
8399,San Jose,2022,Speeding
8400,San Jose,2022,Weather Conditions
8401,San Jose,2022,Unlicensed Driver
8404,San Jose,2022,Tailgating
8406,San Jose,2022,Failure to Yield
8408,San Jose,2022,Drug Involvement
8409,San Jose,2022,Failure to Yield
8410,San Jose,2022,Improper Lane Change
8413,San Jose,2022,Running Red Light
8414,San Jose,2022,Distracted Driving
8415,San Jose,2022,Weather Conditions
8416,San Jose,2022,Alcohol Involvement
8417,San Jose,2022,Alcohol Involvement
8419,San Jose,2022,Improper Lane Change
8420,San Jose,2022,Improper Lane Change
8421,San Jose,2022,Unlicensed Driver
8424,San Jose,2022,Weather Conditions
8425,San Jose,2022,Drug Involvement
8426,San Jose,2022,Tailgating
8427,San Jose,2022,Speeding
8429,San Jose,2022,Drug Involvement
8430,San Jose,2022,Distracted Driving
8431,San Jose,2022,Improper Lane Change
8432,San Jose,2022,Distracted Driving
8434,San Jose,2022,Running Red Light
8435,San Jose,2022,Failure to Yield
8436,San Jose,2022,Distracted Driving
8437,San Jose,2022,Running Red Light
8438,San Jose,2022,Alcohol Involvement
8439,San Jose,2022,Drug Involvement
8441,San Jose,2022,Improper Lane Change
8442,San Jose,2022,Tailgating
8443,San Jose,2022,Weather Conditions
8444,San Jose,2022,Unlicensed Driver
8448,San Jose,2022,Driver Fatigue
8450,San Jose,2022,Failure to Yield
8451,San Jose,2022,Aggressive Driving
8453,San Jose,2022,Improper Lane Change
8454,San Jose,2022,Driver Fatigue
8455,San Jose,2022,Running Red Light
8456,San Jose,2022,Tailgating
8457,San Jose,2022,Aggressive Driving
8459,San Jose,2022,Alcohol Involvement
8460,San Jose,2022,Alcohol Involvement
8461,San Jose,2022,Unlicensed Driver
8462,San Jose,2022,Drug Involvement
8463,San Jose,2022,Alcohol Involvement
8464,San Jose,2022,Drug Involvement
8465,San Jose,2022,Distracted Driving
8466,San Jose,2022,Improper Lane Change
8470,San Jose,2022,Distracted Driving
8471,San Jose,2022,Aggressive Driving
8472,San Jose,2022,Weather Conditions
8475,San Jose,2022,Tailgating
8476,San Jose,2022,Distracted Driving
8477,San Jose,2022,Drug Involvement
8478,San Jose,2022,Drug Involvement
8479,San Jose,2022,Tailgating
8480,San Jose,2022,Driver Fatigue
8481,San Jose,2022,Failure to Yield
8482,San Jose,2022,Speeding
8486,San Jose,2022,Drug Involvement
8487,San Jose,2022,Failure to Yield
8490,San Jose,2022,Aggressive Driving
8492,San Jose,2022,Failure to Yield
8493,San Jose,2022,Weather Conditions
8495,San Jose,2022,Alcohol Involvement
8497,San Jose,2022,Speeding
8498,San Jose,2022,Speeding
8499,San Jose,2022,Driver Fatigue
8500,San Jose,2022,Speeding
8501,San Jose,2022,Unlicensed Driver
8502,San Jose,2022,Distracted Driving
8504,San Jose,2022,Improper Lane Change
8507,San Jose,2022,Improper Lane Change
8508,San Jose,2022,Tailgating
8509,San Jose,2022,Unlicensed Driver
8510,San Jose,2022,Tailgating
8512,San Jose,2022,Aggressive Driving
8514,San Jose,2022,Driver Fatigue
8517,San Jose,2022,Drug Involvement
8518,San Jose,2022,Distracted Driving
8521,San Jose,2022,Speeding
8522,San Jose,2022,Tailgating
8523,San Jose,2022,Speeding
8524,San Jose,2022,Running Red Light
8525,San Jose,2022,Drug Involvement
8528,San Jose,2022,Improper Lane Change
8529,San Jose,2022,Running Red Light
8530,San Jose,2022,Failure to Yield
8531,San Jose,2022,Alcohol Involvement
8532,San Jose,2022,Running Red Light
8534,San Jose,2022,Aggressive Driving
8535,San Jose,2022,Tailgating
8537,San Jose,2022,Drug Involvement
8538,San Jose,2022,Distracted Driving
8539,San Jose,2023,Unlicensed Driver
8541,San Jose,2023,Weather Conditions
8542,San Jose,2023,Failure to Yield
8543,San Jose,2023,Driver Fatigue
8544,San Jose,2023,Tailgating
8545,San Jose,2023,Driver Fatigue
8546,San Jose,2023,Unlicensed Driver
8549,San Jose,2023,Weather Conditions
8551,San Jose,2023,Failure to Yield
8552,San Jose,2023,Improper Lane Change
8553,San Jose,2023,Speeding
8554,San Jose,2023,Distracted Driving
8555,San Jose,2023,Unlicensed Driver
8556,San Jose,2023,Alcohol Involvement
8559,San Jose,2023,Failure to Yield
8561,San Jose,2023,Weather Conditions
8562,San Jose,2023,Alcohol Involvement
8563,San Jose,2023,Improper Lane Change
8564,San Jose,2023,Failure to Yield
8565,San Jose,2023,Weather Conditions
8566,San Jose,2023,Failure to Yield
8567,San Jose,2023,Running Red Light
8568,San Jose,2023,Tailgating
8569,San Jose,2023,Speeding
8570,San Jose,2023,Drug Involvement
8572,San Jose,2023,Driver Fatigue
8573,San Jose,2023,Speeding
8574,San Jose,2023,Distracted Driving
8575,San Jose,2023,Tailgating
8577,San Jose,2023,Failure to Yield
8578,San Jose,2023,Weather Conditions
8579,San Jose,2023,Unlicensed Driver
8580,San Jose,2023,Weather Conditions
8582,San Jose,2023,Driver Fatigue
8584,San Jose,2023,Alcohol Involvement
8586,San Jose,2023,Aggressive Driving
8587,San Jose,2023,Drug Involvement
8589,San Jose,2023,Alcohol Involvement
8590,San Jose,2023,Alcohol Involvement
8591,San Jose,2023,Speeding
8592,San Jose,2023,Unlicensed Driver
8595,San Jose,2023,Improper Lane Change
8597,San Jose,2023,Drug Involvement
8598,San Jose,2023,Tailgating
8599,San Jose,2023,Running Red Light
8600,San Jose,2023,Aggressive Driving
8601,San Jose,2023,Distracted Driving
8604,San Jose,2023,Speeding
8605,San Jose,2023,Alcohol Involvement
8606,San Jose,2023,Unlicensed Driver
8607,San Jose,2023,Improper Lane Change
8608,San Jose,2023,Drug Involvement
8609,San Jose,2023,Failure to Yield
8610,San Jose,2023,Failure to Yield
8611,San Jose,2023,Aggressive Driving
8614,San Jose,2023,Improper Lane Change
8615,San Jose,2023,Distracted Driving
8616,San Jose,2023,Alcohol Involvement
8617,San Jose,2023,Unlicensed Driver
8618,San Jose,2023,Aggressive Driving
8619,San Jose,2023,Tailgating
8620,San Jose,2023,Alcohol Involvement
8621,San Jose,2023,Alcohol Involvement
8622,San Jose,2023,Distracted Driving
8623,San Jose,2023,Failure to Yield
8624,San Jose,2023,Improper Lane Change
8625,San Jose,2023,Alcohol Involvement
8626,San Jose,2023,Aggressive Driving
8627,San Jose,2023,Distracted Driving
8628,San Jose,2023,Distracted Driving
8629,San Jose,2023,Distracted Driving
8630,San Jose,2023,Weather Conditions
8632,San Jose,2023,Aggressive Driving
8634,San Jose,2023,Drug Involvement
8635,San Jose,2023,Speeding
8636,San Jose,2023,Tailgating
8637,San Jose,2023,Distracted Driving
8639,San Jose,2023,Running Red Light
8640,San Jose,2023,Alcohol Involvement
8641,San Jose,2023,Distracted Driving
8642,Austin,2017,Alcohol Involvement
8643,Austin,2017,Drug Involvement
8644,Austin,2017,Failure to Yield
8645,Austin,2017,Aggressive Driving
8646,Austin,2017,Failure to Yield
8648,Austin,2017,Drug Involvement
8649,Austin,2017,Tailgating
8652,Austin,2017,Tailgating
8653,Austin,2017,Tailgating
8655,Austin,2017,Speeding
8656,Austin,2017,Alcohol Involvement
8657,Austin,2017,Drug Involvement
8658,Austin,2017,Tailgating
8659,Austin,2017,Distracted Driving
8660,Austin,2017,Aggressive Driving
8661,Austin,2017,Drug Involvement
8662,Austin,2017,Failure to Yield
8664,Austin,2017,Distracted Driving
8666,Austin,2017,Failure to Yield
8667,Austin,2017,Drug Involvement
8668,Austin,2017,Weather Conditions
8670,Austin,2017,Aggressive Driving
8672,Austin,2017,Aggressive Driving
8673,Austin,2017,Running Red Light
8674,Austin,2017,Running Red Light
8676,Austin,2017,Improper Lane Change
8678,Austin,2017,Failure to Yield
8679,Austin,2017,Driver Fatigue
8680,Austin,2017,Aggressive Driving
8681,Austin,2017,Failure to Yield
8682,Austin,2017,Aggressive Driving
8685,Austin,2017,Drug Involvement
8689,Austin,2017,Failure to Yield
8691,Austin,2017,Alcohol Involvement
8692,Austin,2017,Distracted Driving
8693,Austin,2017,Distracted Driving
8695,Austin,2017,Drug Involvement
8696,Austin,2017,Alcohol Involvement
8701,Austin,2017,Improper Lane Change
8702,Austin,2017,Failure to Yield
8704,Austin,2017,Improper Lane Change
8706,Austin,2017,Alcohol Involvement
8707,Austin,2017,Weather Conditions
8709,Austin,2017,Speeding
8710,Austin,2017,Drug Involvement
8713,Austin,2017,Failure to Yield
8714,Austin,2017,Distracted Driving
8715,Austin,2017,Aggressive Driving
8716,Austin,2017,Distracted Driving
8717,Austin,2017,Unlicensed Driver
8718,Austin,2017,Alcohol Involvement
8719,Austin,2017,Distracted Driving
8720,Austin,2017,Improper Lane Change
8721,Austin,2017,Tailgating
8724,Austin,2017,Speeding
8725,Austin,2017,Weather Conditions
8726,Austin,2017,Distracted Driving
8727,Austin,2017,Speeding
8728,Austin,2017,Speeding
8730,Austin,2017,Aggressive Driving
8733,Austin,2017,Speeding
8734,Austin,2017,Failure to Yield
8736,Austin,2017,Tailgating
8737,Austin,2017,Driver Fatigue
8739,Austin,2017,Alcohol Involvement
8740,Austin,2017,Distracted Driving
8742,Austin,2017,Driver Fatigue
8743,Austin,2017,Running Red Light
8744,Austin,2017,Driver Fatigue
8745,Austin,2017,Driver Fatigue
8746,Austin,2017,Tailgating
8747,Austin,2017,Weather Conditions
8749,Austin,2017,Running Red Light
8750,Austin,2017,Unlicensed Driver
8752,Austin,2017,Failure to Yield
8753,Austin,2017,Weather Conditions
8754,Austin,2017,Aggressive Driving
8757,Austin,2017,Speeding
8759,Austin,2017,Aggressive Driving
8762,Austin,2017,Improper Lane Change
8763,Austin,2017,Unlicensed Driver
8766,Austin,2017,Speeding
8767,Austin,2017,Distracted Driving
8771,Austin,2017,Distracted Driving
8772,Austin,2017,Running Red Light
8773,Austin,2017,Weather Conditions
8774,Austin,2017,Tailgating
8776,Austin,2017,Distracted Driving
8777,Austin,2017,Running Red Light
8779,Austin,2017,Running Red Light
8780,Austin,2017,Weather Conditions
8781,Austin,2017,Tailgating
8782,Austin,2017,Improper Lane Change
8783,Austin,2017,Drug Involvement
8784,Austin,2017,Aggressive Driving
8785,Austin,2017,Drug Involvement
8786,Austin,2017,Driver Fatigue
8787,Austin,2017,Drug Involvement
8788,Austin,2017,Speeding
8789,Austin,2017,Speeding
8790,Austin,2017,Improper Lane Change
8792,Austin,2018,Aggressive Driving
8793,Austin,2018,Running Red Light
8794,Austin,2018,Aggressive Driving
8795,Austin,2018,Driver Fatigue
8797,Austin,2018,Failure to Yield
8800,Austin,2018,Driver Fatigue
8801,Austin,2018,Tailgating
8802,Austin,2018,Speeding
8804,Austin,2018,Improper Lane Change
8805,Austin,2018,Failure to Yield
8807,Austin,2018,Driver Fatigue
8808,Austin,2018,Unlicensed Driver
8810,Austin,2018,Tailgating
8811,Austin,2018,Distracted Driving
8812,Austin,2018,Driver Fatigue
8814,Austin,2018,Running Red Light
8815,Austin,2018,Drug Involvement
8821,Austin,2018,Unlicensed Driver
8822,Austin,2018,Failure to Yield
8823,Austin,2018,Aggressive Driving
8824,Austin,2018,Running Red Light
8825,Austin,2018,Unlicensed Driver
8826,Austin,2018,Weather Conditions
8827,Austin,2018,Failure to Yield
8828,Austin,2018,Drug Involvement
8829,Austin,2018,Weather Conditions
8830,Austin,2018,Alcohol Involvement
8834,Austin,2018,Drug Involvement
8835,Austin,2018,Alcohol Involvement
8837,Austin,2018,Aggressive Driving
8838,Austin,2018,Running Red Light
8840,Austin,2018,Tailgating
8841,Austin,2018,Running Red Light
8842,Austin,2018,Failure to Yield
8844,Austin,2018,Speeding
8845,Austin,2018,Tailgating
8846,Austin,2018,Drug Involvement
8847,Austin,2018,Aggressive Driving
8848,Austin,2018,Tailgating
8849,Austin,2018,Improper Lane Change
8850,Austin,2018,Tailgating
8851,Austin,2018,Aggressive Driving
8852,Austin,2018,Driver Fatigue
8853,Austin,2018,Failure to Yield
8854,Austin,2018,Weather Conditions
8857,Austin,2018,Tailgating
8858,Austin,2018,Aggressive Driving
8859,Austin,2018,Failure to Yield
8860,Austin,2018,Weather Conditions
8863,Austin,2018,Aggressive Driving
8864,Austin,2018,Improper Lane Change
8865,Austin,2018,Aggressive Driving
8866,Austin,2018,Driver Fatigue
8867,Austin,2018,Running Red Light
8868,Austin,2018,Aggressive Driving
8870,Austin,2018,Distracted Driving
8873,Austin,2018,Unlicensed Driver
8874,Austin,2018,Unlicensed Driver
8875,Austin,2018,Unlicensed Driver
8876,Austin,2018,Drug Involvement
8877,Austin,2018,Alcohol Involvement
8878,Austin,2018,Aggressive Driving
8879,Austin,2018,Unlicensed Driver
8880,Austin,2018,Weather Conditions
8883,Austin,2018,Speeding
8884,Austin,2018,Aggressive Driving
8885,Austin,2018,Drug Involvement
8887,Austin,2018,Failure to Yield
8888,Austin,2018,Unlicensed Driver
8889,Austin,2018,Running Red Light
8890,Austin,2018,Driver Fatigue
8892,Austin,2018,Drug Involvement
8893,Austin,2018,Distracted Driving
8894,Austin,2018,Failure to Yield
8895,Austin,2018,Driver Fatigue
8897,Austin,2018,Weather Conditions
8898,Austin,2018,Driver Fatigue
8899,Austin,2018,Aggressive Driving
8900,Austin,2018,Unlicensed Driver
8903,Austin,2018,Weather Conditions
8904,Austin,2018,Improper Lane Change
8905,Austin,2018,Failure to Yield
8906,Austin,2018,Speeding
8907,Austin,2018,Speeding
8908,Austin,2018,Drug Involvement
8909,Austin,2018,Aggressive Driving
8910,Austin,2018,Aggressive Driving
8912,Austin,2018,Distracted Driving
8913,Austin,2018,Aggressive Driving
8914,Austin,2018,Unlicensed Driver
8915,Austin,2018,Failure to Yield
8918,Austin,2018,Failure to Yield
8921,Austin,2018,Alcohol Involvement
8922,Austin,2018,Running Red Light
8923,Austin,2018,Driver Fatigue
8924,Austin,2018,Drug Involvement
8925,Austin,2018,Alcohol Involvement
8926,Austin,2018,Unlicensed Driver
8932,Austin,2018,Speeding
8933,Austin,2018,Driver Fatigue
8934,Austin,2018,Failure to Yield
8935,Austin,2018,Alcohol Involvement
8936,Austin,2018,Alcohol Involvement
8937,Austin,2018,Speeding
8938,Austin,2018,Tailgating
8939,Austin,2019,Aggressive Driving
8940,Austin,2019,Drug Involvement
8942,Austin,2019,Driver Fatigue
8943,Austin,2019,Failure to Yield
8944,Austin,2019,Weather Conditions
8946,Austin,2019,Drug Involvement
8947,Austin,2019,Running Red Light
8948,Austin,2019,Driver Fatigue
8949,Austin,2019,Alcohol Involvement
8951,Austin,2019,Aggressive Driving
8952,Austin,2019,Distracted Driving
8953,Austin,2019,Failure to Yield
8954,Austin,2019,Aggressive Driving
8957,Austin,2019,Weather Conditions
8958,Austin,2019,Driver Fatigue
8960,Austin,2019,Failure to Yield
8962,Austin,2019,Failure to Yield
8963,Austin,2019,Drug Involvement
8964,Austin,2019,Failure to Yield
8966,Austin,2019,Driver Fatigue
8967,Austin,2019,Driver Fatigue
8968,Austin,2019,Running Red Light
8969,Austin,2019,Alcohol Involvement
8971,Austin,2019,Aggressive Driving
